Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
nexel_caster_4,0.0314549592357186,-0.0306423107422372,-2.0862857635362E-06,0,0,0,0.41173671792982,0.000384330304701039,-2.11064823799862E-05,-1.85392007461986E-08,0.000604838173263114,1.04992306301884E-09,0.000713554289613713,0,0,0,0,0,0,package://autonomous_rack/meshes/nexel_caster_4.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://autonomous_rack/meshes/nexel_caster_4.STL,,NEXEL CASTER WITH BRAKE #CA5SB-01-8,Origin_nexel_caster_4_to_rack_stand_4_joint,Axis_nexel_caster_4_to_rack_stand_4_joint,nexel_caster_4_to_rack_stand_4_joint,continuous,0,-0.14364,0,3.1416,0.70704,3.1416,rack_stand_4,0,1,0,,,,,,,,,,,,
castor_wheel_4,-0.0177244577702564,0.0559561327818824,-0.000536000000000036,0,0,0,0.119371011378908,9.45988903260972E-05,-3.3881317890172E-21,-1.27054942088145E-19,9.45988903260972E-05,1.86141649240624E-10,0.00017653833307407,0,0,0,0,0,0,package://autonomous_rack/meshes/castor_wheel_4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://autonomous_rack/meshes/castor_wheel_4.STL,,castor_wheel-4,Origin_castor_wheel_4_to_caster_4_joint,Axis_castor_wheel_4_to_caster_4_joint,castor_wheel_4_to_caster_4_joint,continuous,0,-0.05,0,3.1416,0,1.1659,nexel_caster_4,0,0,1,,,,,,,,,,,,
motor_holder_1,-0.00565112823978797,0.00957714354159434,-1.64396460888838E-08,0,0,0,0.0340758998467247,1.33776288868885E-05,4.34048894428876E-06,-1.94080520480761E-09,3.68373342763859E-05,8.42975950121446E-12,3.10676575103954E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_1.STL,0.101960784313725,0.101960784313725,0.101960784313725,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_1.STL,,motor_holder-3,Origin_motor_holder_1_to_base_link_joint,,motor_holder_1_to_base_link_joint,fixed,0.52636,-1.4367,-0.24729,1.5708,0,-3.1416,base_link,0,0,0,,,,,,,,,,,,
motor_1,-2.44249065417534E-15,-0.0158677328871997,-0.0223194895373321,0,0,0,0.0433096963022298,1.09353963350582E-05,3.44404342321721E-21,-2.2606956845149E-21,6.57556285806181E-06,2.13823147393187E-07,1.08802419641715E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_1.STL,0.898039215686275,0.92156862745098,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_1.STL,,Motor-3,Origin_motor_1_to motor_holder_1_joint,,motor_1_to motor_holder_1_joint,fixed,0,0,0,1.5708,1.5708,0,motor_holder_1,0,0,0,,,,,,,,,,,,
flange_1,-0.0151122333261272,0.00344534525037243,-0.0603497615262433,0,0,0,0.0237127413492949,4.77839672544897E-06,-3.17637355220363E-22,-6.53307085115711E-22,4.77839672544897E-06,3.20823799479186E-21,7.05846935334757E-06,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_1.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_1.STL,,Flange-4,Origin_flange_1_to_motor_1_joint,Axis_flange_1_to_motor_1_joint,flange_1_to_motor_1_joint,continuous,0,0,0,-1.5708,-1.3466,0,motor_1,0,0,1,,,,,,,,,,,,
mecanum_wheel_1,-0.0089784393847292,-6.68124354181732E-05,0.122697595592622,0,0,0,0.213882371772498,8.35619279147219E-05,4.75189599989786E-14,1.162882070501E-13,8.35619265669358E-05,5.69376692068638E-13,0.00014539320661542,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_1.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_1.STL,,Mecanum wheel assembled-3,Origin_mecanum_wheel_1_to_flange_1_joint,,mecanum_wheel_1_to_flange_1_joint,fixed,-0.0065525,0.0035126,-0.21709,0,0,0,flange_1,0,0,0,,,,,,,,,,,,
motor_holder_2,-0.00565112823980179,0.00957714354159425,-1.64396569690695E-08,0,0,0,0.0340758998467246,1.33776288868884E-05,4.34048894428876E-06,-1.94080520478661E-09,3.68373342763856E-05,8.42975953520508E-12,3.10676575103953E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_2.STL,0.101960784313725,0.101960784313725,0.101960784313725,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_2.STL,,motor_holder-4,Origin_motor_holder_2_to_base_link_joint,,motor_holder_2_to_base_link_joint,fixed,-0.46964,-1.4367,-0.24729,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
motor_2,5.55111512312578E-15,-0.0158677328872133,-0.0223194895373113,0,0,0,0.0433096963022298,1.09353963350582E-05,-1.84712797912102E-21,-7.79736369660383E-22,6.57556285806182E-06,2.13823147393188E-07,1.08802419641715E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_2.STL,0.898039215686275,0.92156862745098,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_2.STL,,Motor-4,Origin_motor_2_to_motor_holder_2_joint,,motor_2_to_motor_holder_2_joint,fixed,0,0,0,1.5708,1.5708,0,motor_holder_2,0,0,0,,,,,,,,,,,,
flange_2,-0.183617253609909,0.179906760654222,-0.256724761526214,0,0,0,0.0237127413492949,4.77839672544898E-06,-7.41153828847513E-22,-1.47788177269606E-20,4.77839672544898E-06,9.20766872109268E-21,7.05846935334757E-06,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_2.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_2.STL,,Flange-5,Origin_flange_2_to_motor_2_joint,Axis_flange_2_to_motor_2_joint,flange_2_to_motor_2_joint,continuous,0.24148,0.19637,-0.10365,-1.5708,1.1252,0,motor_2,0,0,1,,,,,,,,,,,,
mecanum_wheel_2,-0.00897804395158774,-6.7041672925594E-05,0.122697595538581,0,0,0,0.213882371772496,8.35619278079703E-05,9.40583873808298E-14,1.49749146988795E-13,8.35619267785013E-05,-5.72737553727315E-13,0.000145393206647548,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_2.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_2.STL,,Mecanum wheel assembled-4,Origin_mecanum_wheel_2_to_flange_2_joint,,mecanum_wheel_2_to_flange_2_joint,fixed,-0.17506,0.17997,-0.41347,0,0,0,flange_2,0,0,0,,,,,,,,,,,,
motor_holder_3,-0.00565112823980179,0.00957714354159417,-1.64396568580472E-08,0,0,0,0.0340758998467248,1.33776288868885E-05,4.34048894428877E-06,-1.94080520479349E-09,3.6837334276386E-05,8.42975954428774E-12,3.10676575103955E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_3.STL,0.101960784313725,0.101960784313725,0.101960784313725,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_3.STL,,motor_holder-1,Origin_motor_holder_3_to_base_link_joint,,motor_holder_3_to_base_link_joint,fixed,-0.46964,0.22734,-0.24729,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
motor_3,-0.0124999999999951,-0.0558677328871893,-0.0116194895373082,0,0,0,0.0433096963022297,1.09353963350582E-05,1.67974253365631E-22,-4.31181831173619E-22,6.5755628580618E-06,2.13823147393191E-07,1.08802419641715E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_3.STL,0.898039215686275,0.92156862745098,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_3.STL,,Motor-1,Origin_motor_3_to_motor_holder_3_joint,,motor_3_to_motor_holder_3_joint,fixed,0.04,0.0107,-0.0125,1.5708,1.5708,0,motor_holder_3,0,0,0,,,,,,,,,,,,
flange_3,-0.00948286840903878,0.012260718035146,-0.0603497615262466,0,0,0,0.0237127413492949,4.77839672544898E-06,1.27054942088145E-21,-4.94723570671186E-21,4.77839672544898E-06,-4.23127410564954E-21,7.05846935334757E-06,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_3.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_3.STL,,Flange-2,Origin_flange_3_to_motor_3_joint,Axis_flange_3_to_motor_3_joint,flange_3_to_motor_3_joint,continuous,-0.0125,-0.04,0.0107,-1.5708,-0.65833,0,motor_3,0,0,1,,,,,,,,,,,,
mecanum_wheel_3,0.00321648774363625,-0.0130310241687479,0.134347595617784,0,0,0,0.213882371773639,8.35619277972526E-05,-3.54127263537535E-14,7.03197866464644E-13,8.35619265918143E-05,1.17914928365465E-12,0.000145393206584805,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_3.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_3.STL,,Mecanum wheel assembled-1,Origin_mecanum_wheel_3_to_flange_3_joint,,mecanum_wheel_3_to_flange_3_joint,fixed,0.0033414,0.016111,0.04,3.1416,0,2.0944,flange_3,0,0,0,,,,,,,,,,,,
motor_holder_4,-0.00565112823978797,0.0095771435415945,-1.64396455615279E-08,0,0,0,0.0340758998467249,1.33776288868885E-05,4.34048894428876E-06,-1.94080520480716E-09,3.6837334276386E-05,8.42975953421809E-12,3.10676575103955E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_4.STL,0.101960784313725,0.101960784313725,0.101960784313725,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_holder_4.STL,,motor_holder-2,Origin_motor_holder_4_to_base_link_joint,,motor_holder_4_to_base_link_joint,fixed,0.52636,0.22734,-0.24729,1.5708,0,-3.1416,base_link,0,0,0,,,,,,,,,,,,
motor_4,-5.16253706450698E-15,-0.0158677328871997,-0.0223194895373099,0,0,0,0.0433096963022298,1.09353963350582E-05,2.48382763737713E-21,-6.83812035166964E-22,6.57556285806181E-06,2.13823147393186E-07,1.08802419641715E-05,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_4.STL,0.898039215686275,0.92156862745098,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/motor_4.STL,,Motor-2,Origin_motor_4_to_motor_holder_4_joint,,motor_4_to_motor_holder_4_joint,fixed,0,0,0,1.5708,1.5708,0,motor_holder_4,0,0,0,,,,,,,,,,,,
flange_4,0.00400965371266881,-0.00376466161889005,-0.0603497615262278,0,0,0,0.0237127413492949,4.77839672544897E-06,2.11758236813575E-22,4.22456221394802E-21,4.77839672544897E-06,1.20328252089361E-20,7.05846935334757E-06,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_4.STL,0.894117647058823,0.913725490196078,0.929411764705882,1,0,0,0,0,0,0,package://autonomous_rack/meshes/flange_4.STL,,Flange-3,Origin_flange_4_to_motor_4_joint,Axis_flange_4_to_motor_4_joint,flange_4_to_motor_4_joint,continuous,0,0,-0.01,1.5708,0.8169,3.1416,motor_4,0,0,1,,,,,,,,,,,,
mecanum_wheel_4,-0.00897804186051471,-6.70369482650979E-05,0.122697595581084,0,0,0,0.213882371772694,8.35619276986599E-05,8.40051532296441E-14,2.29961738970196E-12,8.35619268169445E-05,7.62158191504301E-13,0.000145393206625313,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_4.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://autonomous_rack/meshes/mecanum_wheel_4.STL,,Mecanum wheel assembled-2,Origin_mecanum_wheel_4_to_flange_4_joint,,mecanum_wheel_4_to_flange_4_joint,fixed,0.012569,-0.0036972,-0.21709,0,0,0,flange_4,0,0,0,,,,,,,,,,,,
rack_body,-0.301636157801181,-0.63721581932913,-0.588693118570037,0,0,0,6.08971276820762,0.349866463537315,2.14347954984646E-06,1.70074088422068E-05,0.546228256491894,-5.48304462997996E-06,0.197239520718305,0,0,0,0,0,0,package://autonomous_rack/meshes/rack_body.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://autonomous_rack/meshes/rack_body.STL,,Mobile storage rack-1,Origin_rack_body_to_base_link_joint,,rack_body_to_base_link_joint,fixed,0.32998,-1.1952,1.4331,1.5708,0,0,base_link,0,0,0,,,,,,,,,,,,
